Date,SalesRep,Product,Units,Price,Total Sales,City,Region,Day
3/3/2013,Jaime  Pearson,Nestle Milky Bar Stick,3,162,486,Jodhpur,North,Sunday
3/3/2013,Iris  Underwood,Nestle Rowntree Screamers,1,149,149,Pune,West,Sunday
3/3/2013,Robert  Munoz,Nestle Smarties Pop-Up,2,138,276,Delhi,North,Sunday
4/3/2013,Iris  Underwood,Nestle Smarties Pop-Up,2,383,766,Pune,West,Monday
4/3/2013,Rachel  Gomez,Nestle Aero Mint Potz,2,238,476,Delhi,North,Monday
4/3/2013,Elvira  Bowman,Nestle Smarties Pop-Up,2,415,830,Srinagar,North,Monday
4/3/2013,Christy  Olson,Nestle Aero Mint Potz,1,211,211,Surat,West,Monday
4/3/2013,Christina  Fuller,Nestle Milky Bar Stick,10,101,1010,Nagpur,West,Monday
4/3/2013,Salvador  Bass,Nestle Nobbly Bobbly,1,494,494,Goa,West,Monday
4/3/2013,Lorraine  Gibson,Nestle Milky Bar Stick,3,389,1167,Kolkata,East,Monday
5/3/2013,Don  Gonzales,Nestle Smarties Pop-Up,2,235,470,Mysore,South,Tuesday
5/3/2013,Max  Rodgers,Nestle Smarties Pop-Up,3,207,621,Nagpur,West,Tuesday
5/3/2013,Charlie  Wood,Nestle Fab,3,239,717,Agra,North,Tuesday
5/3/2013,Blake  Bridges,Nestle Kit Kat Cone,3,429,1287,Cochin,South,Tuesday
6/3/2013,Billie  Chandler,Nestle Nobbly Bobbly,21,367,7707,Surat,West,Wednesday
6/3/2013,Lee  Mack,Nestle Rowntree Screamers,2,364,728,Delhi,North,Wednesday
6/3/2013,Isabel  Cross,Nestle Toffee Crumble,7,125,875,Ranchi,East,Wednesday
6/3/2013,Marian  Hill,Nestle Rolo Potz,2,433,866,Trivandrum,South,Wednesday
6/3/2013,Brooke  Horton,Nestle Fab,3,496,1488,Nainital,North,Wednesday
7/3/2013,Iris  Underwood,Nestle Milky Bar Stick,2,104,208,Pune,West,Thursday
7/3/2013,Rachel  Gomez,Nestle Maxibon Cookie,2,401,802,Delhi,North,Thursday
7/3/2013,Rachel  Gomez,Nestle Aero Mint Potz,16,215,3440,Delhi,North,Thursday
8/3/2013,Joey  Wong,Nestle Maxibon Cookie,1,211,211,Goa,West,Friday
8/3/2013,Kyle  Carr,Nestle Toffee Crumble,1,130,130,Delhi,North,Friday
8/3/2013,Lee  Mack,Nestle Toffee Crumble,4,254,1016,Delhi,North,Friday
8/3/2013,Nellie  Joseph,Nestle Rowntree Fruit Pastil,3,494,1482,Patna,East,Friday
8/3/2013,Felicia  Jennings,Nestle Milky Bar Stick,2,265,530,Pune,West,Friday
8/3/2013,Christina  Fuller,Nestle Milky Bar Stick,9,243,2187,Nagpur,West,Friday
9/3/2013,Ivan  Adkins,Nestle Milky Bar Stick,3,276,828,Mumbai,West,Saturday
9/3/2013,Billie  Chandler,Nestle Aero Mint Potz,2,489,978,Surat,West,Saturday
9/3/2013,Ellen  Weaver,Nestle Rowntree Fruit Pastil,3,259,777,Hyderabad,South,Saturday
9/3/2013,Sylvester  Morales,Nestle Smarties Pop-Up,2,386,772,Mumbai,West,Saturday
9/3/2013,Cassandra  Franklin,Nestle Rowntree Fruit Pastil,2,471,942,Delhi,North,Saturday
9/3/2013,Andrew  Meyer,Nestle Rolo Potz,2,277,554,Mumbai,West,Saturday
10/3/2013,Patty  Thompson,Nestle Smarties Pop-Up,11,291,3201,Mumbai,West,Sunday
10/3/2013,Beth  Tucker,Nestle Rolo Potz,2,437,874,Pune,West,Sunday
10/3/2013,Drew  Rogers,Nestle Toffee Crumble,3,159,477,Delhi,North,Sunday
10/3/2013,Isabel  Cross,Nestle Fab,1,138,138,Ranchi,East,Sunday
10/3/2013,Cindy  Becker,Nestle Rolo Potz,2,135,270,Bangalore,South,Sunday
11/3/2013,Drew  Rogers,Nestle Toffee Crumble,1,290,290,Delhi,North,Monday
11/3/2013,Robert  Munoz,Nestle Rowntree Screamers,3,110,330,Delhi,North,Monday
11/3/2013,Brooke  Horton,Nestle Fab,2,348,696,Nainital,North,Monday
11/3/2013,Della  Jensen,Nestle Smarties Pop-Up,1,351,351,Patna,East,Monday
11/3/2013,Bethany  Pena,Nestle Nobbly Bobbly,1,330,330,Nagpur,West,Monday
11/3/2013,Mable  Lindsey,Nestle Fab,3,318,954,Ahmedabad,West,Monday
11/3/2013,Salvador  Bass,Nestle Maxibon Cookie,1,450,450,Goa,West,Monday
12/3/2013,Edwin  Malone,Nestle Aero Mint Potz,3,472,1416,Kolkata,East,Tuesday
12/3/2013,Fernando  Rowe,Nestle Milky Bar Stick,3,245,735,Ahmedabad,West,Tuesday
12/3/2013,Felicia  Jennings,Nestle Smarties Pop-Up,2,232,464,Pune,West,Tuesday
13/3/2013,Isabel  Cross,Nestle Rowntree Fruit Pastil,4,471,1884,Ranchi,East,Wednesday
13/3/2013,Cecilia  Manning,Nestle Milky Bar Stick,2,404,808,Trivandrum,South,Wednesday
13/3/2013,Donna  Reid,Nestle Toffee Crumble,2,415,830,Goa,West,Wednesday
14/3/2013,Lynette  Brewer,Nestle Aero Mint Potz,1,149,149,Varanasi,North,Thursday
14/3/2013,Iris  Underwood,Nestle Aero Mint Potz,3,162,486,Pune,West,Thursday
14/3/2013,Isabel  Cross,Nestle Toffee Crumble,2,434,868,Ranchi,East,Thursday
14/3/2013,Trevor  Jones,Nestle Smarties Pop-Up,2,445,890,Pune,West,Thursday
15/3/2013,Colleen  Warren,Nestle Fab,8,282,2256,Ahmedabad,West,Friday
15/3/2013,Lula  Daniels,Nestle Smarties Pop-Up,2,263,526,Nainital,North,Friday
15/3/2013,Jenny  Garcia,Nestle Smarties Pop-Up,4,113,452,Shimla,North,Friday
16/3/2013,Elbert  Klein,Nestle Smarties Pop-Up,1,307,307,Cochin,South,Saturday
16/3/2013,Nellie  Joseph,Nestle Smarties Pop-Up,1,152,152,Patna,East,Saturday
16/3/2013,Patty  Thompson,Nestle Milky Bar Stick,1,163,163,Mumbai,West,Saturday
16/3/2013,Edwin  Malone,Nestle Kit Kat Cone,2,478,956,Kolkata,East,Saturday
17/3/2013,Brooke  Horton,Nestle Rolo Potz,1,285,285,Nainital,North,Sunday
17/3/2013,Ruben  Nunez,Nestle Fab,2,187,374,Ahmedabad,West,Sunday
17/3/2013,Brooke  Horton,Nestle Milky Bar Stick,1,351,351,Nainital,North,Sunday
17/3/2013,Christy  Olson,Nestle Smarties Pop-Up,2,241,482,Surat,West,Sunday
17/3/2013,Brooke  Horton,Nestle Toffee Crumble,3,333,999,Nainital,North,Sunday
17/3/2013,Rachel  Gomez,Nestle Aero Mint Potz,2,257,514,Delhi,North,Sunday
18/3/2013,Robert  Munoz,Nestle Milky Bar Stick,3,247,741,Delhi,North,Monday
18/3/2013,Elaine  Ellis,Nestle Nobbly Bobbly,1,224,224,Hyderabad,South,Monday
18/3/2013,Andrew  Meyer,Nestle Fab,1,126,126,Mumbai,West,Monday
18/3/2013,Tracy  Reed,Nestle Rolo Potz,2,451,902,Agra,North,Monday
19/3/2013,Marion  Glover,Nestle Aero Mint Potz,1,210,210,Durgapur,East,Tuesday
20/3/2013,Donna  Reid,Nestle Smarties Pop-Up,1,190,190,Goa,West,Wednesday
20/3/2013,Shari  Silva,Nestle Kit Kat Cone,2,419,838,Mysore,South,Wednesday
20/3/2013,Austin  Reynolds,Nestle Fab,2,151,302,Kolkata,East,Wednesday
20/3/2013,Bernadette  Page,Nestle Milky Bar Stick,2,373,746,Delhi,North,Wednesday
20/3/2013,Johanna  Boone,Nestle Toffee Crumble,3,114,342,Mysore,South,Wednesday
21/3/2013,Ben  Perez,Nestle Rowntree Fruit Pastil,1,179,179,Goa,West,Thursday
21/3/2013,Edwin  Malone,Nestle Kit Kat Cone,4,274,1096,Kolkata,East,Thursday
21/3/2013,Blake  Bridges,Nestle Maxibon Cookie,13,213,2769,Cochin,South,Thursday
21/3/2013,Don  Gonzales,Nestle Fab,2,412,824,Mysore,South,Thursday
21/3/2013,Cassandra  Franklin,Nestle Toffee Crumble,1,458,458,Delhi,North,Thursday
21/3/2013,Sylvester  Morales,Nestle Aero Mint Potz,2,128,256,Mumbai,West,Thursday
21/3/2013,Della  Jensen,Nestle Fab,1,387,387,Patna,East,Thursday
21/3/2013,Peter  Hodges,Nestle Toffee Crumble,4,108,432,Shimla,North,Thursday
22/3/2013,Bernadette  Page,Nestle Rowntree Screamers,1,213,213,Delhi,North,Friday
22/3/2013,Johanna  Boone,Nestle Milky Bar Stick,1,404,404,Mysore,South,Friday
22/3/2013,Dan  Peterson,Nestle Rolo Potz,3,411,1233,Shimla,North,Friday
22/3/2013,Lorraine  Gibson,Nestle Fab,3,422,1266,Kolkata,East,Friday
23/3/2013,Bernadette  Page,Nestle Kit Kat Cone,2,380,760,Delhi,North,Saturday
23/3/2013,Austin  Reynolds,Nestle Aero Mint Potz,4,377,1508,Kolkata,East,Saturday
23/3/2013,Allan  Ramos,Nestle Fab,2,158,316,Jodhpur,North,Saturday
23/3/2013,Edwin  Malone,Nestle Milky Bar Stick,1,196,196,Kolkata,East,Saturday
23/3/2013,Drew  Rogers,Nestle Rowntree Fruit Pastil,1,160,160,Delhi,North,Saturday
24/3/2013,Brooke  Horton,Nestle Smarties Pop-Up,1,176,176,Nainital,North,Sunday
24/3/2013,Cindy  Becker,Nestle Maxibon Cookie,2,350,700,Bangalore,South,Sunday
24/3/2013,Jaime  Pearson,Nestle Rowntree Fruit Pastil,3,295,885,Jodhpur,North,Sunday
24/3/2013,Patty  Thompson,Nestle Rowntree Fruit Pastil,2,359,718,Mumbai,West,Sunday
24/3/2013,Mable  Lindsey,Nestle Rowntree Fruit Pastil,17,138,2346,Ahmedabad,West,Sunday
24/3/2013,Sonya  Mullins,Nestle Smarties Pop-Up,3,187,561,Kolkata,East,Sunday
25/3/2013,Cecilia  Manning,Nestle Smarties Pop-Up,3,144,432,Trivandrum,South,Monday
25/3/2013,Tiffany  May,Nestle Maxibon Cookie,3,180,540,Agra,North,Monday
25/3/2013,Isabel  Cross,Nestle Milky Bar Stick,2,195,390,Ranchi,East,Monday
25/3/2013,Willie  Vega,Nestle Rowntree Fruit Pastil,2,415,830,Delhi,North,Monday
25/3/2013,Drew  Rogers,Nestle Rowntree Fruit Pastil,3,365,1095,Delhi,North,Monday
25/3/2013,Della  Jensen,Nestle Fab,1,463,463,Patna,East,Monday
25/3/2013,Pauline  Beck,Nestle Smarties Pop-Up,2,404,808,Pune,West,Monday
26/3/2013,Pauline  Beck,Nestle Aero Mint Potz,3,257,771,Pune,West,Tuesday
26/3/2013,Peter  Hodges,Nestle Smarties Pop-Up,2,126,252,Shimla,North,Tuesday
26/3/2013,Cassandra  Franklin,Nestle Rolo Potz,13,279,3627,Delhi,North,Tuesday
26/3/2013,Fernando  Rowe,Nestle Rowntree Fruit Pastil,2,137,274,Ahmedabad,West,Tuesday
26/3/2013,Elvira  Bowman,Nestle Maxibon Cookie,3,254,762,Srinagar,North,Tuesday
27/3/2013,Cassandra  Franklin,Nestle Rowntree Fruit Pastil,2,288,576,Delhi,North,Wednesday
27/3/2013,Isabel  Cross,Nestle Smarties Pop-Up,2,171,342,Ranchi,East,Wednesday
27/3/2013,Isabel  Cross,Nestle Kit Kat Cone,2,238,476,Ranchi,East,Wednesday
27/3/2013,Jenny  Garcia,Nestle Fab,2,313,626,Shimla,North,Wednesday
28/3/2013,Drew  Rogers,Nestle Fab,20,389,7780,Delhi,North,Thursday
28/3/2013,Salvador  Bass,Nestle Aero Mint Potz,2,382,764,Goa,West,Thursday
28/3/2013,Charlie  Wood,Nestle Rowntree Fruit Pastil,1,128,128,Agra,North,Thursday
28/3/2013,Cindy  Becker,Nestle Aero Mint Potz,1,338,338,Bangalore,South,Thursday
28/3/2013,Sandra  Floyd,Nestle Toffee Crumble,17,209,3553,Nainital,North,Thursday
28/3/2013,Elvira  Bowman,Nestle Fab,1,252,252,Srinagar,North,Thursday
28/3/2013,Cassandra  Franklin,Nestle Smarties Pop-Up,3,279,837,Delhi,North,Thursday
28/3/2013,Robert  Munoz,Nestle Fab,3,437,1311,Delhi,North,Thursday
29/3/2013,Lorraine  Gibson,Nestle Smarties Pop-Up,2,330,660,Kolkata,East,Friday
29/3/2013,Salvador  Bass,Nestle Milky Bar Stick,3,490,1470,Goa,West,Friday
29/3/2013,Brooke  Horton,Nestle Kit Kat Cone,1,353,353,Nainital,North,Friday
30/3/2013,Eddie  Green,Nestle Smarties Pop-Up,3,180,540,Durgapur,East,Saturday
30/3/2013,Rachel  Gomez,Nestle Fab,3,202,606,Delhi,North,Saturday
30/3/2013,Drew  Rogers,Nestle Toffee Crumble,25,147,3675,Delhi,North,Saturday
30/3/2013,Drew  Rogers,Nestle Rolo Potz,2,232,464,Delhi,North,Saturday
31/3/2013,Cindy  Becker,Nestle Rolo Potz,3,123,369,Bangalore,South,Sunday
31/3/2013,Salvador  Bass,Nestle Fab,3,287,861,Goa,West,Sunday
31/3/2013,Beth  Tucker,Nestle Smarties Pop-Up,16,139,2224,Pune,West,Sunday
31/3/2013,Fernando  Rowe,Nestle Toffee Crumble,18,295,5310,Ahmedabad,West,Sunday
31/3/2013,Marian  Hill,Nestle Fab,2,344,688,Trivandrum,South,Sunday
1/4/2013,Joey  Wong,Nestle Rowntree Screamers,21,200,4200,Goa,West,Monday
2/4/2013,Lula  Daniels,Nestle Rolo Potz,3,416,1248,Nainital,North,Tuesday
2/4/2013,Cassandra  Franklin,Nestle Smarties Pop-Up,1,466,466,Delhi,North,Tuesday
2/4/2013,Mable  Lindsey,Nestle Fab,2,391,782,Ahmedabad,West,Tuesday
3/4/2013,Mable  Lindsey,Nestle Milky Bar Stick,2,137,274,Ahmedabad,West,Wednesday
3/4/2013,Billie  Chandler,Nestle Rowntree Fruit Pastil,1,286,286,Surat,West,Wednesday
4/4/2013,Brooke  Horton,Nestle Smarties Pop-Up,23,468,10764,Nainital,North,Thursday
4/4/2013,Isabel  Cross,Nestle Smarties Pop-Up,1,122,122,Ranchi,East,Thursday
4/4/2013,Don  Gonzales,Nestle Rolo Potz,1,145,145,Mysore,South,Thursday
5/4/2013,Jaime  Pearson,Nestle Smarties Pop-Up,1,124,124,Jodhpur,North,Friday
5/4/2013,Lance  Yates,Nestle Aero Mint Potz,1,171,171,Srinagar,North,Friday
5/4/2013,Lynette  Brewer,Nestle Rolo Potz,2,442,884,Varanasi,North,Friday
5/4/2013,Guillermo  Potter,Nestle Rolo Potz,3,463,1389,Nainital,North,Friday
6/4/2013,Mable  Lindsey,Nestle Aero Mint Potz,2,342,684,Ahmedabad,West,Saturday
6/4/2013,Isabel  Cross,Nestle Aero Mint Potz,1,262,262,Ranchi,East,Saturday
7/4/2013,Robert  Munoz,Nestle Rowntree Fruit Pastil,15,325,4875,Delhi,North,Sunday
7/4/2013,Cassandra  Franklin,Nestle Smarties Pop-Up,3,221,663,Delhi,North,Sunday
7/4/2013,Nellie  Joseph,Nestle Fab,2,445,890,Patna,East,Sunday
7/4/2013,Paulette  Spencer,Nestle Smarties Pop-Up,3,178,534,Hyderabad,South,Sunday
8/4/2013,Rachel  Gomez,Nestle Milky Bar Stick,2,228,456,Delhi,North,Monday
8/4/2013,Colleen  Warren,Nestle Fab,1,221,221,Ahmedabad,West,Monday
8/4/2013,Christy  Olson,Nestle Maxibon Cookie,3,335,1005,Surat,West,Monday
8/4/2013,Robert  Munoz,Nestle Toffee Crumble,3,248,744,Delhi,North,Monday
8/4/2013,Ivan  Adkins,Nestle Milky Bar Stick,3,308,924,Mumbai,West,Monday
9/4/2013,Ernest  Davis,Nestle Nobbly Bobbly,1,222,222,Mumbai,West,Tuesday
9/4/2013,Billie  Chandler,Nestle Fab,1,199,199,Surat,West,Tuesday
9/4/2013,Cecilia  Manning,Nestle Milky Bar Stick,3,239,717,Trivandrum,South,Tuesday
9/4/2013,Carla  Mccormick,Nestle Smarties Pop-Up,14,121,1694,Varanasi,North,Tuesday
9/4/2013,Brooke  Horton,Nestle Milky Bar Stick,3,171,513,Nainital,North,Tuesday
10/4/2013,Brooke  Horton,Nestle Rolo Potz,2,320,640,Nainital,North,Wednesday
10/4/2013,Cindy  Becker,Nestle Fab,2,406,812,Bangalore,South,Wednesday
10/4/2013,Ruben  Nunez,Nestle Kit Kat Cone,3,356,1068,Ahmedabad,West,Wednesday
10/4/2013,Cindy  Becker,Nestle Milky Bar Stick,1,202,202,Bangalore,South,Wednesday
10/4/2013,Bernadette  Page,Nestle Rolo Potz,2,210,420,Delhi,North,Wednesday
10/4/2013,Lynette  Brewer,Nestle Fab,2,399,798,Varanasi,North,Wednesday
11/4/2013,Dan  Peterson,Nestle Nobbly Bobbly,2,471,942,Shimla,North,Thursday
11/4/2013,Donna  Reid,Nestle Milky Bar Stick,4,251,1004,Goa,West,Thursday
12/4/2013,Jenny  Garcia,Nestle Rowntree Fruit Pastil,4,177,708,Shimla,North,Friday
12/4/2013,Shari  Silva,Nestle Fab,5,333,1665,Mysore,South,Friday
12/4/2013,Charlie  Wood,Nestle Fab,3,233,699,Agra,North,Friday
12/4/2013,Blake  Bridges,Nestle Smarties Pop-Up,1,194,194,Cochin,South,Friday
13/4/2013,Max  Rodgers,Nestle Nobbly Bobbly,1,343,343,Nagpur,West,Saturday
13/4/2013,Paulette  Spencer,Nestle Rowntree Fruit Pastil,19,366,6954,Hyderabad,South,Saturday
13/4/2013,Mable  Lindsey,Nestle Aero Mint Potz,3,498,1494,Ahmedabad,West,Saturday
13/4/2013,Ruben  Nunez,Nestle Milky Bar Stick,2,229,458,Ahmedabad,West,Saturday
13/4/2013,Christina  Fuller,Nestle Maxibon Cookie,16,424,6784,Nagpur,West,Saturday
13/4/2013,Billie  Chandler,Nestle Toffee Crumble,1,106,106,Surat,West,Saturday
14/4/2013,Mable  Lindsey,Nestle Rolo Potz,2,289,578,Ahmedabad,West,Sunday
14/4/2013,Shari  Silva,Nestle Smarties Pop-Up,1,380,380,Mysore,South,Sunday
14/4/2013,Shari  Silva,Nestle Toffee Crumble,2,494,988,Mysore,South,Sunday
14/4/2013,Elvira  Bowman,Nestle Rowntree Fruit Pastil,2,258,516,Srinagar,North,Sunday
15/4/2013,Trevor  Jones,Nestle Smarties Pop-Up,3,303,909,Pune,West,Monday
15/4/2013,Salvador  Bass,Nestle Smarties Pop-Up,3,415,1245,Goa,West,Monday
15/4/2013,Fernando  Rowe,Nestle Kit Kat Cone,1,169,169,Ahmedabad,West,Monday
15/4/2013,Cassandra  Franklin,Nestle Rowntree Fruit Pastil,3,257,771,Delhi,North,Monday
15/4/2013,Cecilia  Manning,Nestle Rolo Potz,1,397,397,Trivandrum,South,Monday
15/4/2013,Sonya  Mullins,Nestle Milky Bar Stick,3,468,1404,Kolkata,East,Monday
16/4/2013,Elvira  Bowman,Nestle Kit Kat Cone,1,161,161,Srinagar,North,Tuesday
16/4/2013,Joey  Wong,Nestle Aero Mint Potz,2,101,202,Goa,West,Tuesday
16/4/2013,Cassandra  Franklin,Nestle Toffee Crumble,3,178,534,Delhi,North,Tuesday
16/4/2013,Don  Gonzales,Nestle Rowntree Fruit Pastil,3,103,309,Mysore,South,Tuesday
16/4/2013,Lula  Daniels,Nestle Smarties Pop-Up,2,247,494,Nainital,North,Tuesday
16/4/2013,Rachel  Gomez,Nestle Milky Bar Stick,1,239,239,Delhi,North,Tuesday
17/4/2013,Trevor  Jones,Nestle Aero Mint Potz,1,321,321,Pune,West,Wednesday
18/4/2013,Max  Rodgers,Nestle Kit Kat Cone,2,210,420,Nagpur,West,Thursday
18/4/2013,Ben  Perez,Nestle Rowntree Fruit Pastil,3,216,648,Goa,West,Thursday
18/4/2013,Lorraine  Gibson,Nestle Aero Mint Potz,21,301,6321,Kolkata,East,Thursday
18/4/2013,Ruben  Nunez,Nestle Smarties Pop-Up,2,120,240,Ahmedabad,West,Thursday
18/4/2013,Allan  Ramos,Nestle Aero Mint Potz,2,250,500,Jodhpur,North,Thursday
19/4/2013,Mable  Lindsey,Nestle Milky Bar Stick,2,188,376,Ahmedabad,West,Friday
19/4/2013,Guillermo  Potter,Nestle Kit Kat Cone,3,471,1413,Nainital,North,Friday
19/4/2013,Della  Jensen,Nestle Smarties Pop-Up,15,110,1650,Patna,East,Friday
19/4/2013,Brooke  Horton,Nestle Aero Mint Potz,3,189,567,Nainital,North,Friday
19/4/2013,Edwin  Malone,Nestle Kit Kat Cone,3,277,831,Kolkata,East,Friday
19/4/2013,Dan  Peterson,Nestle Smarties Pop-Up,2,463,926,Shimla,North,Friday
19/4/2013,Ben  Perez,Nestle Nobbly Bobbly,2,230,460,Goa,West,Friday
19/4/2013,Edwin  Malone,Nestle Maxibon Cookie,1,332,332,Kolkata,East,Friday
20/4/2013,Bernadette  Page,Nestle Fab,1,309,309,Delhi,North,Saturday
20/4/2013,Fernando  Rowe,Nestle Kit Kat Cone,1,323,323,Ahmedabad,West,Saturday
20/4/2013,Tracy  Reed,Nestle Nobbly Bobbly,4,370,1480,Agra,North,Saturday
20/4/2013,Johanna  Boone,Nestle Toffee Crumble,6,116,696,Mysore,South,Saturday
20/4/2013,Lee  Mack,Nestle Rowntree Screamers,2,420,840,Delhi,North,Saturday
20/4/2013,Lorraine  Gibson,Nestle Fab,2,301,602,Kolkata,East,Saturday
20/4/2013,Della  Jensen,Nestle Rowntree Fruit Pastil,3,110,330,Patna,East,Saturday
20/4/2013,Eric  Rose,Nestle Toffee Crumble,2,461,922,Mumbai,West,Saturday
20/4/2013,Ruben  Nunez,Nestle Kit Kat Cone,3,199,597,Ahmedabad,West,Saturday
20/4/2013,Donna  Reid,Nestle Fab,2,352,704,Goa,West,Saturday
20/4/2013,Johanna  Boone,Nestle Aero Mint Potz,3,167,501,Mysore,South,Saturday
21/4/2013,Willie  Vega,Nestle Rolo Potz,2,238,476,Delhi,North,Sunday
21/4/2013,Donna  Reid,Nestle Milky Bar Stick,14,444,6216,Goa,West,Sunday
22/4/2013,Andrew  Meyer,Nestle Rowntree Screamers,2,481,962,Mumbai,West,Monday
22/4/2013,Robert  Munoz,Nestle Aero Mint Potz,3,301,903,Delhi,North,Monday
22/4/2013,Max  Rodgers,Nestle Maxibon Cookie,2,243,486,Nagpur,West,Monday
22/4/2013,Mable  Lindsey,Nestle Nobbly Bobbly,2,314,628,Ahmedabad,West,Monday
22/4/2013,Brooke  Horton,Nestle Aero Mint Potz,3,277,831,Nainital,North,Monday
23/4/2013,Max  Rodgers,Nestle Smarties Pop-Up,1,164,164,Nagpur,West,Tuesday
23/4/2013,Max  Rodgers,Nestle Milky Bar Stick,1,208,208,Nagpur,West,Tuesday
23/4/2013,Lorraine  Gibson,Nestle Toffee Crumble,1,162,162,Kolkata,East,Tuesday
23/4/2013,Sonya  Mullins,Nestle Smarties Pop-Up,3,196,588,Kolkata,East,Tuesday
23/4/2013,Marian  Hill,Nestle Aero Mint Potz,14,285,3990,Trivandrum,South,Tuesday
23/4/2013,Lula  Daniels,Nestle Aero Mint Potz,2,113,226,Nainital,North,Tuesday
23/4/2013,Fernando  Rowe,Nestle Smarties Pop-Up,3,107,321,Ahmedabad,West,Tuesday
24/4/2013,Andrew  Meyer,Nestle Fab,2,407,814,Mumbai,West,Wednesday
24/4/2013,Dan  Peterson,Nestle Maxibon Cookie,1,447,447,Shimla,North,Wednesday
24/4/2013,Robert  Munoz,Nestle Milky Bar Stick,1,121,121,Delhi,North,Wednesday
25/4/2013,Nellie  Joseph,Nestle Rowntree Fruit Pastil,1,459,459,Patna,East,Thursday
25/4/2013,Elbert  Klein,Nestle Rowntree Fruit Pastil,1,287,287,Cochin,South,Thursday
25/4/2013,Rachel  Gomez,Nestle Rolo Potz,3,368,1104,Delhi,North,Thursday
25/4/2013,Max  Rodgers,Nestle Milky Bar Stick,3,106,318,Nagpur,West,Thursday
26/4/2013,Eddie  Green,Nestle Rowntree Fruit Pastil,2,497,994,Durgapur,East,Friday
26/4/2013,Kyle  Carr,Nestle Kit Kat Cone,19,337,6403,Delhi,North,Friday
26/4/2013,Nellie  Joseph,Nestle Maxibon Cookie,3,206,618,Patna,East,Friday
26/4/2013,Mable  Lindsey,Nestle Maxibon Cookie,2,286,572,Ahmedabad,West,Friday
26/4/2013,Lance  Yates,Nestle Fab,3,357,1071,Srinagar,North,Friday
26/4/2013,Max  Rodgers,Nestle Maxibon Cookie,1,163,163,Nagpur,West,Friday
26/4/2013,Shari  Silva,Nestle Smarties Pop-Up,4,469,1876,Mysore,South,Friday
27/4/2013,Carla  Mccormick,Nestle Fab,1,287,287,Varanasi,North,Saturday
27/4/2013,Isabel  Cross,Nestle Rolo Potz,1,299,299,Ranchi,East,Saturday
27/4/2013,Sandra  Floyd,Nestle Smarties Pop-Up,19,329,6251,Nainital,North,Saturday
27/4/2013,Arturo  Francis,Nestle Rowntree Fruit Pastil,2,266,532,Ranchi,East,Saturday
27/4/2013,Kyle  Carr,Nestle Rowntree Fruit Pastil,3,434,1302,Delhi,North,Saturday
27/4/2013,Paulette  Spencer,Nestle Aero Mint Potz,1,448,448,Hyderabad,South,Saturday
28/4/2013,Guillermo  Potter,Nestle Fab,3,250,750,Nainital,North,Sunday
28/4/2013,Max  Rodgers,Nestle Fab,3,405,1215,Nagpur,West,Sunday
28/4/2013,Guillermo  Potter,Nestle Fab,2,197,394,Nainital,North,Sunday
28/4/2013,Drew  Rogers,Nestle Rowntree Screamers,3,367,1101,Delhi,North,Sunday
28/4/2013,Jenny  Garcia,Nestle Rowntree Fruit Pastil,1,261,261,Shimla,North,Sunday
28/4/2013,Allan  Ramos,Nestle Maxibon Cookie,1,173,173,Jodhpur,North,Sunday
28/4/2013,Drew  Rogers,Nestle Smarties Pop-Up,1,103,103,Delhi,North,Sunday
29/4/2013,Woodrow  Colon,Nestle Milky Bar Stick,2,491,982,Cochin,South,Monday
29/4/2013,Trevor  Jones,Nestle Fab,2,273,546,Pune,West,Monday
29/4/2013,Jenny  Garcia,Nestle Smarties Pop-Up,1,227,227,Shimla,North,Monday
29/4/2013,Rachel  Gomez,Nestle Maxibon Cookie,4,458,1832,Delhi,North,Monday
29/4/2013,Guillermo  Potter,Nestle Rolo Potz,2,319,638,Nainital,North,Monday
30/4/2013,Eric  Rose,Nestle Rolo Potz,1,459,459,Mumbai,West,Tuesday
30/4/2013,Jenny  Garcia,Nestle Smarties Pop-Up,2,482,964,Shimla,North,Tuesday
30/4/2013,Elbert  Klein,Nestle Milky Bar Stick,3,178,534,Cochin,South,Tuesday
30/4/2013,Marian  Hill,Nestle Maxibon Cookie,3,179,537,Trivandrum,South,Tuesday
30/4/2013,Christy  Olson,Nestle Rolo Potz,3,255,765,Surat,West,Tuesday
30/4/2013,Drew  Rogers,Nestle Rolo Potz,14,417,5838,Delhi,North,Tuesday
30/4/2013,Elbert  Klein,Nestle Toffee Crumble,3,425,1275,Cochin,South,Tuesday
30/4/2013,Max  Rodgers,Nestle Milky Bar Stick,1,249,249,Nagpur,West,Tuesday
30/4/2013,Marion  Glover,Nestle Milky Bar Stick,2,295,590,Durgapur,East,Tuesday
30/4/2013,Cassandra  Franklin,Nestle Maxibon Cookie,3,369,1107,Delhi,North,Tuesday
1/5/2013,Della  Jensen,Nestle Smarties Pop-Up,2,147,294,Patna,East,Wednesday
1/5/2013,Robert  Munoz,Nestle Milky Bar Stick,3,195,585,Delhi,North,Wednesday
1/5/2013,Ivan  Adkins,Nestle Rowntree Fruit Pastil,3,412,1236,Mumbai,West,Wednesday
1/5/2013,Ernest  Davis,Nestle Maxibon Cookie,3,144,432,Mumbai,West,Wednesday
1/5/2013,Mable  Lindsey,Nestle Fab,2,137,274,Ahmedabad,West,Wednesday
1/5/2013,Drew  Rogers,Nestle Kit Kat Cone,11,451,4961,Delhi,North,Wednesday
